Unit,Adaptive Treatment,Fraction Treated,Treatment Effect Function,Method,NMAE,NMAE Treated Only,MSE,MSE Treated Only,Time Taken,Experiment ID,Estimated ATE,True ATE,Estimated ATT,True ATT
County Name,True,0.05,additive,DID,0.9881719574537393,0.42917176116950595,121435664.91247599,17960843.558638968,0.10750126838684082,2cab964d-7512-4682-ab18-3db61f94bd95,-185.12642294543548,-9115.54936868687,-8018.288193824173,-8180.94603734064
County Name,True,0.05,additive,DC-PR,0.9841491925762316,0.23503077957632262,121178232.7940111,6810814.927628306,1.384875774383545,2cab964d-7512-4682-ab18-3db61f94bd95,-170.38613112096888,-9115.54936868687,-7379.849304176964,-8180.94603734064
County Name,True,0.05,additive,MC-NNM,1.0114501014533455,1.5525885810336428,125634101.24830623,199805617.35428688,12.927807092666626,2cab964d-7512-4682-ab18-3db61f94bd95,104.37396507444427,-9115.54936868687,4520.697362286867,-8180.94603734064
County Name,True,0.05,additive,PaCE_1,0.4253596136813529,0.3273690908598783,42582143.24482063,15204710.324675936,3.717226266860962,2cab964d-7512-4682-ab18-3db61f94bd95,-7451.091922715346,-9115.54936868687,-7451.0919227153445,-8180.94603734064
County Name,True,0.05,additive,PaCE_2,0.3089396028500111,0.19028695870541518,27755822.204670023,5403176.942858281,11.848161935806274,2cab964d-7512-4682-ab18-3db61f94bd95,-7491.5781200479205,-9115.54936868687,-7690.709580902182,-8180.94603734064
County Name,True,0.05,additive,PaCE_3,0.27849778771936656,0.15700683195453977,26757769.078702267,4533197.803277667,21.153231859207153,2cab964d-7512-4682-ab18-3db61f94bd95,-7281.015050947032,-9115.54936868687,-7729.983083435643,-8180.94603734064
County Name,True,0.05,additive,PaCE_4,0.24615447751320976,0.13227907016410795,20225886.721948616,2008288.3769319698,32.0972797870636,2cab964d-7512-4682-ab18-3db61f94bd95,-7445.821931120557,-9115.54936868687,-7695.4867650970555,-8180.94603734064
County Name,True,0.05,additive,PaCE_5,0.23506463949949807,0.11915886814456607,19438091.426963583,1597286.572069128,46.151885986328125,2cab964d-7512-4682-ab18-3db61f94bd95,-7425.4316544661015,-9115.54936868687,-7689.314917224877,-8180.94603734064
County Name,True,0.05,additive,PaCE_6,0.23585289666903012,0.11722378514270883,19522493.89035715,1535472.482486659,61.41644358634949,2cab964d-7512-4682-ab18-3db61f94bd95,-7401.090321431399,-9115.54936868687,-7690.0868977096015,-8180.94603734064
County Name,True,0.05,additive,PaCE_7,0.23972982791948066,0.12138023050052171,19732119.991855778,1644521.2937190097,76.58562350273132,2cab964d-7512-4682-ab18-3db61f94bd95,-7363.059843480086,-9115.54936868687,-7666.328032081347,-8180.94603734064
County Name,True,0.05,additive,PaCE_8,0.22806316631289128,0.10452091870445779,19342617.164518613,1333661.9829019248,90.75874042510986,2cab964d-7512-4682-ab18-3db61f94bd95,-7350.20324024497,-9115.54936868687,-7664.806456826036,-8180.94603734064
County Name,True,0.05,additive,PaCE_9,0.23051589494522146,0.11051279676187968,19466287.36762288,1493410.3397729606,104.1475522518158,2cab964d-7512-4682-ab18-3db61f94bd95,-7342.426211755811,-9115.54936868687,-7627.856026141101,-8180.94603734064
County Name,True,0.05,additive,PaCE_10,0.22976385333682448,0.10922127199290843,19376358.336622834,1484582.1066674923,120.89068269729614,2cab964d-7512-4682-ab18-3db61f94bd95,-7350.200644428432,-9115.54936868687,-7631.757744045957,-8180.94603734064
